shipment_mass_release,shipment_status,shipment_pro,shipment_equipment_type_code,shipment_customer_ref_num,shipment_load_description,revenue_type_rev_type,customer name,carrier name,shipment_customer_total_rates,shipment_carrier_total_rates,shipment_gross_profit,shipment_net_margin,pick_stop_1_name,pickup,pick_stop_last_name,consignee,sales rep name,dispatcher assgn name,shipment_created_at,shipment_miles_truck,shipment_miles_customer,pick_stop_1_ready_or_deliver_date,pick_stop_1_location_zip,pick_stop_last_location_zip
false,RELEASED,12719,TL,201744814,POD RCVD - PALLET,B,BATORY FOODS,SJT TRUCKING INC,493.4,425.0,68.4,0.1386,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",RYNE BANDOLIK,arciev1,2026-02-10 11:52:00 UTC,45,53,02/10/26,60609,60087
false,RELEASED,12720,TL,201451555,POD RCVD - PALLET,B,BATORY FOODS,PYH EXPRESS INC,843.4,550.0,293.4,0.3479,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",BELL LABORATORIES,"WINDSOR, WI",RYNE BANDOLIK,arciev1,2026-02-10 13:26:00 UTC,153,159,02/11/26,60609,53598
false,RELEASED,12721,FTL,TR-0001958256-01,POD RCVD - FAK,I,TAB LLC,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,IM142 MILWAUKEE WI,"MILWAUKEE, WI",IM135 ELK GROVE G,"ELK GROVE VILLAGE, IL",IVAN CARTAGE CO,,2026-02-10 18:33:17 UTC,77,77,02/09/26,53221,60007
false,RELEASED,12722,FTL,201684078,POD RCVD - FAK,I,FIVE STAR LOGISTICS,IVAN CARTAGE CO,485.0,0.0,485.0,1.0,RADIUS PACKAGING,"MILWAUKEE, WI",THE CARY COMPANY,"ADDISON, IL",IVAN CARTAGE CO,,2026-02-10 18:41:08 UTC,92,92,02/05/26,53227,60101-4303
false,RELEASED,12723,FTL,64197,POD RCVD - FAK,I,GO TRANSPORTATION,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,KEYSTONE DISPLAY,"HEBRON, IL",BRIDGFORD FOODS 44TH,"CHICAGO, IL",IVAN CARTAGE CO,,2026-02-10 18:46:01 UTC,81,81,02/09/26,60034-8869,60609-3333
false,RELEASED,12726,FTL,201638933,FAK,B,BATORY FOODS,"LANDSTAR RANGER, INC.",1080.18,900.0,180.18,0.1668,INGREDION,"CHICAGO, IL",HOLMEN CHEESE LLC,"HOLMEN, WI",RYNE BANDOLIK,,2026-02-10 11:34:00 UTC,292,296,02/12/26,60617,54636
false,RELEASED,12727,STRA,FR-108816,POD RCVD - SKID,B,THE ROYAL GROUP,SHERIFAJ TRUCKING INC,395.0,250.0,145.0,0.3671,TRG WAREHOUSE,"CICERO, IL",SUSHI BOX,"CHICAGO, IL",RYNE BANDOLIK,,2026-02-10 12:49:00 UTC,11,17,02/11/26,60804,60657
true,RELEASED,12728,V,Transaction ID - R46661,POD SCALE RCVD,B,AG POLYMERS,KOLEV ENTERPRISE INC,485.0,400.0,85.0,0.1753,Logo Van Dyke,"PLAINFIELD, IL",CU PLASTICS,"ROCHELLE, IL",PERLA LOPEZ,,2026-02-11 05:37:08 UTC,62,62,02/12/26,60544,61068
false,RELEASED,12729,TL,201506882,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-02-11 12:26:27 UTC,101,101,02/09/26,60609,53151
false,RELEASED,12730,FTL,201090287,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,645.42,0.0,645.42,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-RYERSON,"NEW BERLIN, WI",IVAN CARTAGE CO,,2026-02-11 12:28:39 UTC,101,101,02/10/26,60609,53151
false,RELEASED,12731,TL,201744812,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.4,0.0,493.4,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-11 12:30:52 UTC,56,56,02/10/26,60609,60087
true,RELEASED,12732,LTL,4506108471,POD RCVD - FAK,B,THE ROYAL GROUP,ECHO GLOBAL LOGISTICS,1050.0,391.32,658.68,0.6273,Gencorr packaging,"ALSIP, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-11 13:34:24 UTC,303,303,02/11/26,60803,50208-1845
true,RELEASED,12733,FTL,FR-406427,POD RCVD - FAK,B,THE ROYAL GROUP,ECHO GLOBAL LOGISTICS,995.0,215.6,779.4,0.7833,THE ROYAL GROUP,"ADDISON, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-11 14:47:48 UTC,291,291,02/11/26,60101,50208
false,RELEASED,12734,FTL,294404,POD RCVD - FAK,I,GTI USA INC,IVAN CARTAGE CO,500.0,0.0,500.0,1.0,"CARGILL, INCORPORATED","MILWAUKEE, WI",ACE HARDWARE CORPORATION,"MCHENRY, IL",IVAN CARTAGE CO,,2026-02-11 09:59:00 UTC,59,63,02/13/26,53207,60050
false,RELEASED,12735,FTL,0256778,POD RCVD - FAK,I,BRIDGE LOGISTICS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,MAJIC PLASTICS,"MILWAUKEE, WI",ANTEK MADISON PLASTICS USA,"CHICAGO, IL",IVAN CARTAGE CO,arciev1,2026-02-11 15:23:28 UTC,110,110,02/13/26,53218,60619
false,RELEASED,12768,TL,6315458,POD RCVD - FAK,I,SUNSET TRANSPORTATION,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,FOOD INGREDIENTS INC,"WAUKESHA, WI",ACACIA ROH I/B,"WAUKEGAN, IL",IVAN CARTAGE CO,,2026-02-11 18:11:38 UTC,96,96,02/10/26,53188,60087
false,RELEASED,12769,FTL,0529997,POD RCVD - FAK,I,ACTION ENTERPRISE LOGISTICS,IVAN CARTAGE CO,250.0,0.0,250.0,1.0,MIRO MANUFACTURING INC,"WAUKESHA, WI","WAUKESHA, WI - BADGER DR (CPS)","WAUKESHA, WI",IVAN CARTAGE CO,arciev1,2026-02-11 18:14:53 UTC,6,6,02/10/26,53186-5971,53188
true,RELEASED,12770,FT,679791,POD RCVD - SALT,B,XYNYTH MANUFACTURING CORP.,LYNFOX FREIGHT SYSTEM,4000.0,3839.91,160.09,0.04,CSR PARTNERS,"DAVIDSON, SK",BROOKLYN SHIP YARD,"BROOKLYN, NY",BRANDON KING,,2026-02-11 18:17:31 UTC,,,02/17/26,,
true,RELEASED,12784,FTL,22530909,POD RCVD - TOTES,B,"DANISCO US, INC.",WINDY CITY CARRIERS INC,1050.0,900.0,150.0,0.1429,MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",DANISCO US INC WISCONSIN,"BELOIT, WI",RYNE BANDOLIK,arciev1,2026-02-11 15:35:00 UTC,160,162,02/13/26,52404,53511
true,RELEASED,12790,V,S30252,POD SCALE RCVD,B,AG POLYMERS,KOLEV ENTERPRISE INC,545.0,450.0,95.0,0.1743,CU PLASTICS,"ROCHELLE, IL",Logo Van Dyke,"PLAINFIELD, IL",PERLA LOPEZ,,2026-02-11 22:41:06 UTC,62,62,02/13/26,61068,60544
true,RELEASED,12791,FTL,FR-108844-1,POD RCVD - FAK,B,THE ROYAL GROUP,SHERIF LOGISTICS LLC,1500.0,1100.0,400.0,0.2667,TRG WAREHOUSE,"CICERO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-11 22:20:00 UTC,291,297,02/12/26,60804,50208
true,RELEASED,12792,FTL,FR-108844-2,POD RCVD - FAK,B,THE ROYAL GROUP,"LANDSTAR RANGER, INC.",1500.0,1100.0,400.0,0.2667,TRG WAREHOUSE,"CICERO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-11 22:20:00 UTC,291,297,02/12/26,60804,50208
false,RELEASED,12798,LTL,,POD RCVD - FAK,I,C.W.I. DISPLAYS CORP,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,INNOVATIVE DRAGON (WAUKESHA),"WAUKESHA, WI",CWI,"BEDFORD PARK, IL",IVAN CARTAGE CO,,2026-02-12 03:42:47 UTC,,,02/11/26,53189,
false,RELEASED,12799,FTL,201085957,POD RCVD - PALL,I,BATORY FOODS,IVAN CARTAGE CO,655.14,0.0,655.14,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-RYERSON,"JANESVILLE, WI",IVAN CARTAGE CO,,2026-02-12 11:58:27 UTC,113,113,02/10/26,60609,53546
false,RELEASED,12800,TL,201722161,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.4,0.0,493.4,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-12 12:01:52 UTC,56,56,02/11/26,60609,60087
false,RELEASED,12801,TL,,POD RCVD - SKIDS,I,BULK SYSTEMS,IVAN CARTAGE CO,575.0,0.0,575.0,1.0,IFF - GENECOR,"BELOIT, WI",ROJAC,"UNION GROVE, WI",IVAN CARTAGE CO,rominac1,2026-02-12 12:05:06 UTC,54,54,02/11/26,53511,53182
true,RELEASED,12802,TL,,POD RCVD - PALLET,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,721.87,0.0,721.87,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",CEDAR CREST ICE CREAM,"MANITOWOC, WI",IVAN CARTAGE CO,arciev1,2026-02-12 12:07:09 UTC,137,137,02/11/26,60060,54220
true,RELEASED,12804,FTL,FR-108844-3,POD RCVD - FAK,B,THE ROYAL GROUP,ROAD RUNNERS EXPRESS LLC,1500.0,1050.0,450.0,0.3,TRG WAREHOUSE,"CICERO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-12 14:33:00 UTC,291,297,02/13/26,60804,50208
true,RELEASED,12805,FTL,FR-108844-4,POD RCVD - FAK,B,THE ROYAL GROUP,STAR TRUCKING LLC,1500.0,1075.0,425.0,0.2833,TRG WAREHOUSE,"CICERO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-12 14:35:00 UTC,291,297,02/13/26,60804,50208
false,RELEASED,12809,FTL,201271695,POD RCVD - FAK,I,BATORY FOODS,IVAN CARTAGE CO,648.24,0.0,648.24,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-LIDNER,"WAUKESHA, WI",IVAN CARTAGE CO,arciev1,2026-02-13 12:04:46 UTC,109,109,02/12/26,60609,53186
false,RELEASED,12810,TL,201507225,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,648.24,0.0,648.24,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-02-13 12:07:56 UTC,101,101,02/11/26,60609,53151
false,RELEASED,12811,FTL,990645,POD RCVD - FAK,I,"ICAT LOGISTICS, INC. - ORD",IVAN CARTAGE CO,500.0,0.0,500.0,1.0,INNOVATIVE DRAGON,"WAUKESHA, WI",CHAMPION,"NORTHLAKE, IL",IVAN CARTAGE CO,,2026-02-13 12:17:33 UTC,97,97,02/10/26,53189,60164-2349
false,RELEASED,12812,FTL,127640745,POD RCVD - FAK,I,INTEGRATED CONNECTION (TSM),IVAN CARTAGE CO,500.0,0.0,500.0,1.0,KENOSHA,"PLEASANT PRAIRIE, WI",TONY'S FIN,"ITASCA, IL",IVAN CARTAGE CO,,2026-02-13 12:23:31 UTC,54,54,02/13/26,53158,60143
true,RELEASED,12813,FTL,FR-108844-5,POD RCVD - FAK,B,THE ROYAL GROUP,"LANDSTAR RANGER, INC.",1500.0,1100.0,400.0,0.2667,TRG WAREHOUSE,"CICERO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-13 09:26:00 UTC,291,297,02/13/26,60804,50208
true,RELEASED,12814,R,4502606384,POD RCVD - TOTES,B,"DANISCO US, INC.",ELGON LOGISTICS LLC,850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",IFF- CEDAR RAPIDS,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-13 09:45:00 UTC,160,162,02/16/26,53511,52404
true,RELEASED,12815,R,4502606388,POD RCVD - TOTES,B,"DANISCO US, INC.","SPOERL TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-13 05:46:00 UTC,160,162,02/17/26,53511,52404
false,RELEASED,12816,FTL,10417,POD RCVD - FAK,I,FLASH FORWARD FREIGHT,IVAN CARTAGE CO,700.0,0.0,700.0,1.0,DISPATCH,"CHILTON, WI",MATRIXX WAREHOUSE,"BRIDGEVIEW, IL",IVAN CARTAGE CO,rominac1,2026-02-16 12:11:29 UTC,174,174,02/11/26,53014,60455
false,RELEASED,12817,FTL,201506883,POD RCVD - PALL,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-RYERSON,"NEW BERLIN, WI",IVAN CARTAGE CO,,2026-02-16 12:21:16 UTC,101,101,02/13/26,60609,53151-3519
false,RELEASED,12818,FTL,201502482,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,645.48,0.0,645.48,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2026-02-16 12:26:58 UTC,95,95,02/13/26,60609,53215
false,RELEASED,12819,FTL,2218782,POD RCVD - PALLETS,I,FITZMARK,IVAN CARTAGE CO,350.0,0.0,350.0,1.0,STONECASTERS - HENRI STUDIO,"WAUCONDA, IL",Lurveys Garden Center,"DES PLAINES, IL",RUBEN VARGAS,arciev1,2026-02-16 14:44:28 UTC,22,22,02/16/26,60084,60016-5303
true,RELEASED,12820,V,,POD RCVD - FAK,B,MEREDITH OPERATIONS CORP,EMPIRE NATIONAL INC.,1512.5,1200.0,312.5,0.2066,QUAD GRAPHICS,"SUSEX, WI",BLOOMBERG BUSINESSWEEK,"NEW YORK, NY",RYNE BANDOLIK,arciev1,2026-02-16 05:43:00 UTC,899,916,02/20/26,53089,10022
false,RELEASED,12821,TL,201506885,POD RCVD - PALLET,B,BATORY FOODS,PYH EXPRESS INC,647.3,500.0,147.3,0.2276,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",RYNE BANDOLIK,arciev1,2026-02-16 10:52:00 UTC,93,102,02/17/26,60609,53151
true,RELEASED,12822,V,6582237,POD RCVD - SALT,B,XYNYTH MANUFACTURING CORP.,MESSENGER FREIGHT SYSTEMS,2312.0,1953.0,359.0,0.1553,PARTNER INDUSTRIES,"DAVIDSON, SK",NEILL CARTAGE,"BERKELEY, IL",BRANDON KING,,2026-02-16 12:03:00 UTC,,,02/17/26,,60163
true,RELEASED,12823,FTL,FR-108882-1,POD RCVD - FAK,B,THE ROYAL GROUP,IVAN CARTAGE CO,1500.0,600.0,900.0,0.6,TRG WAREHOUSE,"CHICAGO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-16 20:22:31 UTC,294,294,02/16/26,60644,50208
true,RELEASED,12824,FTL,FR-108882-2,POD RCVD - FAK,B,THE ROYAL GROUP,"LANDSTAR RANGER, INC.",1500.0,1100.0,400.0,0.2667,TRG WAREHOUSE,"CHICAGO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-16 10:24:00 UTC,291,294,02/17/26,60644,50208
false,RELEASED,12825,FTL,2165107 TONU,FAK,I,PLATINUM CARGO LOGISTICS INC.,IVAN CARTAGE CO,150.0,0.0,150.0,1.0,HADER-SEITZ,"NEW BERLIN, WI",BALEMASTER,"CROWN POINT, IN",RUBEN VARGAS,,2026-02-16 20:35:53 UTC,150,150,02/12/26,53151,46307-2732
false,RELEASED,12826,TL,201506884,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,648.24,0.0,648.24,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-02-17 12:09:31 UTC,101,101,02/16/26,60609,53151
false,RELEASED,12827,TL,201722162,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.4,0.0,493.4,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-17 12:11:49 UTC,56,56,02/16/26,60609,60087
true,RELEASED,12828,V,43495134,POD RCVD - TOTES,B,"DANISCO US, INC.",BAKKER TRANSPORT INC,2250.0,2000.0,250.0,0.1111,IFF - GENECOR,"BELOIT, WI",POET BIOREFINING,"CHANCELLOR, SD",RYNE BANDOLIK,arciev1,2026-02-17 09:34:00 UTC,473,507,02/19/26,53511,57015
true,RELEASED,12829,R,4502606386,POD RCVD - TOTES,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-17 10:27:00 UTC,160,162,02/18/26,53511,52404
false,RELEASED,12830,FTL,201726470,POD RCVD - FAK,B,BATORY FOODS,PYH EXPRESS INC,945.25,550.0,395.25,0.4181,BATORY FOODS WILMINGTON,"WILMINGTON, IL",BELL,"WINDSOR, WI",RYNE BANDOLIK,arciev1,2026-02-17 11:39:00 UTC,172,189,02/18/26,60481,53598
true,RELEASED,12831,V,679846,POD RCVD - SALT,B,XYNYTH MANUFACTURING CORP.,GOLDEN EAGLE TRANSPORT INC,2525.0,2425.0,100.0,0.0396,PARTNER INDUSTRIES,"DAVIDSON, SK",Choctaw Kaul Dist Bloomington,"BLOOMINGTON, IL",BRANDON KING,,2026-02-17 18:11:20 UTC,,,02/18/26,,61701
true,RELEASED,12832,FTL,FR-108882-3,POD RCVD - FAK,B,THE ROYAL GROUP,"MAB 2 TRUCKING, INC.",1500.0,1150.0,350.0,0.2333,TRG WAREHOUSE,"CICERO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-17 13:12:00 UTC,291,297,02/17/26,60804,50208
false,RELEASED,12833,FTL,2817814,POD RCVD - FAK,I,BECKER LOGISTICS INC,IVAN CARTAGE CO,1000.0,0.0,1000.0,1.0,EXCHANGE OSW URBANDALE,"URBANDALE, IA",PEPSI-PLEASANT PRAIRIE,"PLEASANT PRAIRIE, WI",IVAN CARTAGE CO,arciev1,2026-02-17 18:34:28 UTC,380,380,02/17/26,50323-2817,53158-2226
true,RELEASED,12835,FTL,P60737-F2,POD RCVD - MOLDED PULP,B,DANDEE PALLET AND PACKAGING,GRACE STAR TRUCKING INC,1050.0,750.0,300.0,0.2857,ENVIROPAK,"EARTH CITY, MO",DANDEE PALLET AND PACKAGING,"WEST CHICAGO, IL",RYNE BANDOLIK,arciev1,2026-02-17 16:04:00 UTC,287,303,02/18/26,63045,60185
true,RELEASED,12837,FTL,FR-108915,POD RCVD - FAK,B,THE ROYAL GROUP,LAMA TRUCKING INC,1500.0,1250.0,250.0,0.1667,TRG WAREHOUSE,"CHICAGO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-17 17:29:00 UTC,291,294,02/18/26,60644,50208
false,RELEASED,12838,FTL,201085958,POD RCVD - PALL,I,BATORY FOODS,IVAN CARTAGE CO,651.87,0.0,651.87,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL","PHELPS INDUSTRIES, LLC","JANESVILLE, WI",IVAN CARTAGE CO,,2026-02-18 12:19:44 UTC,113,113,02/16/26,60609,53546
false,RELEASED,12839,TL,,POD RCVD - SKIDS,I,BULK SYSTEMS,IVAN CARTAGE CO,575.0,0.0,575.0,1.0,IFF - GENECOR,"BELOIT, WI",ROJAC,"UNION GROVE, WI",IVAN CARTAGE CO,rominac1,2026-02-18 12:23:20 UTC,54,54,02/17/26,53511,53182
false,RELEASED,12840,FTL,,POD RCVD - PALLETS,I,BULK SYSTEMS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,ROJAC,"UNION GROVE, WI",BULK SYSTEMS,"HAMPSHIRE, IL",IVAN CARTAGE CO,,2026-02-18 12:25:15 UTC,95,95,02/17/26,53182,60140
false,RELEASED,12841,FTL,201974018,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,651.0,0.0,651.0,1.0,BATORY FOODS WILMINGTON,"WILMINGTON, IL","CROWN BAKERIES, PLEASANT PRAIR","PLEASANT PRAIRIE, WI",IVAN CARTAGE CO,arciev1,2026-02-18 12:27:12 UTC,104,104,02/17/26,60481,53158
false,RELEASED,12842,FTL,1028938,PALLET,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,316.41,0.0,316.41,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",FURLANI FOODS,"OAK CREEK, WI",RYNE BANDOLIK,arciev1,2026-02-18 12:29:10 UTC,50,50,02/17/26,60060,53154
false,RELEASED,12843,TL,201722165,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.4,0.0,493.4,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-18 12:31:04 UTC,56,56,02/17/26,60609,60087
true,RELEASED,12844,FTL,4502607559,POD RCVD - TOTES,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-18 10:02:00 UTC,160,162,02/20/26,53511,52404
false,RELEASED,12845,TL,201670962,POD RCVD - PALLET,B,BATORY FOODS,PYH EXPRESS INC,647.3,450.0,197.3,0.3048,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",O'BYRNE MILWAUKEE,"MILWAUKEE, WI",RYNE BANDOLIK,arciev1,2026-02-18 15:04:14 UTC,107,107,02/18/26,60609,53225
true,RELEASED,12846,R,4502607639,POD RCVD - TOTES,B,"DANISCO US, INC.",ELGON LOGISTICS LLC,850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-18 12:04:00 UTC,160,162,02/23/26,53511,52404
true,RELEASED,12847,FTL,FR-108915-2,POD RCVD - FAK,B,THE ROYAL GROUP,LAMA TRUCKING INC,1500.0,1100.0,400.0,0.2667,GPI NEWTON,"NEWTON, IA",THE ROYAL GROUP,"CICERO, IL",RYNE BANDOLIK,arciev1,2026-02-18 14:32:00 UTC,291,297,02/18/26,50208,60804
false,RELEASED,12850,FTL,202058384,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,646.36,0.0,646.36,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2026-02-19 12:39:38 UTC,95,95,02/18/26,60609,53215
