shipment_mass_release,shipment_status,shipment_pro,shipment_equipment_type_code,shipment_customer_ref_num,shipment_load_description,revenue_type_rev_type,customer name,carrier name,shipment_customer_total_rates,shipment_carrier_total_rates,shipment_gross_profit,shipment_net_margin,pick_stop_1_name,pickup,pick_stop_last_name,consignee,sales rep name,dispatcher assgn name,shipment_created_at,shipment_miles_truck,shipment_miles_customer,pick_stop_1_ready_or_deliver_date,pick_stop_1_location_zip,pick_stop_last_location_zip
false,RELEASED,12851,TL,201722166,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.8,0.0,493.8,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-19 12:44:05 UTC,56,56,02/18/26,60609,60087
false,RELEASED,12852,TL,201507226,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,649.18,0.0,649.18,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-02-19 12:47:01 UTC,101,101,02/18/26,60609,53151
false,RELEASED,12854,LTL,,POD RCVD - FAK,I,C.W.I. DISPLAYS CORP,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,INNOVATIVE DRAGON (WAUKESHA),"WAUKESHA, WI",CWI,"BEDFORD PARK, IL",IVAN CARTAGE CO,,2026-02-20 03:34:03 UTC,,,02/17/26,53189,
false,RELEASED,12855,FTL,201085959,POD RCVD - PALL,I,BATORY FOODS,IVAN CARTAGE CO,656.23,0.0,656.23,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL","PHELPS INDUSTRIES, LLC","JANESVILLE, WI",IVAN CARTAGE CO,,2026-02-20 12:03:11 UTC,113,113,02/19/26,60609,53546
false,RELEASED,12856,TL,201786386,POD RCVD - SKID,I,BATORY FOODS,IVAN CARTAGE CO,499.44,0.0,499.44,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",OLDS PRODUCTS,"PLEASANT PRAIRIE, WI",IVAN CARTAGE CO,,2026-02-20 12:08:41 UTC,63,63,02/19/26,60609,53158
false,RELEASED,12857,TL,,POD RCVD - SKIDS,I,BULK SYSTEMS,IVAN CARTAGE CO,575.0,0.0,575.0,1.0,IFF - GENECOR,"BELOIT, WI",ROJAC,"UNION GROVE, WI",IVAN CARTAGE CO,rominac1,2026-02-20 12:55:52 UTC,54,54,02/19/26,53511,53182
false,RELEASED,12858,FTL,,POD RCVD - PALLETS,I,BULK SYSTEMS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,ROJAC,"UNION GROVE, WI",BULK SYSTEMS,"HAMPSHIRE, IL",IVAN CARTAGE CO,,2026-02-20 12:57:39 UTC,95,95,02/19/26,53182,60140
true,RELEASED,12859,LTL,FR-406527,POD RCVD - FAK,B,THE ROYAL GROUP,ECHO GLOBAL LOGISTICS,995.0,215.6,779.4,0.7833,THE ROYAL GROUP,"ADDISON, IL",GPI NEWTON,"NEWTON, IA",,arciev1,2026-02-20 16:10:46 UTC,291,291,02/20/26,60101,50208
false,RELEASED,12860,FTL,202403174,POD RCVD - PALLETS,B,BATORY FOODS,"PRIDE USA, INC.",652.0,500.0,152.0,0.2331,BATORY FOODS WILMINGTON,"WILMINGTON, IL","CROWN BAKERIES, PLEASANT PRAIR","PLEASANT PRAIRIE, WI",BCAT,arciev1,2026-02-20 19:04:31 UTC,104,104,02/23/26,60481,53158
false,RELEASED,12861,FTL,35603729,POD RCVD - FAK,I,TOTAL QUALITY LOGISTICS,IVAN CARTAGE CO,450.0,0.0,450.0,1.0,PU,"PLEASANT PRAIRIE, WI","","ELMWOOD PARK, IL",,arciev1,2026-02-20 19:10:55 UTC,51,51,02/18/26,53158,60707
true,RELEASED,12862,FTL,FR-108997,POD RCVD - FAK,B,THE ROYAL GROUP,TEX-LA LOGISTICS INC,1500.0,1225.0,275.0,0.1833,THE ROYAL GROUP - CICERO 47TH,"CHICAGO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-20 12:35:00 UTC,291,294,02/23/26,60644,50208
false,RELEASED,12863,FTL,FR-108997-2,POD RCVD - FAK,B,THE ROYAL GROUP,"LANDSTAR RANGER, INC.",1675.0,1222.5,452.5,0.2701,THE ROYAL GROUP - CICERO 47TH,"CHICAGO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-22 12:14:00 UTC,291,294,02/23/26,60644,50208
false,RELEASED,12864,TL,201734965,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.8,0.0,493.8,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-23 13:07:35 UTC,56,56,02/20/26,60609,60087
true,RELEASED,12865,FTL,,POD RCVD - FAK,I,BULK SYSTEMS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,ROJAC,"UNION GROVE, WI",BULK SYSTEMS,"RACINE, WI",IVAN CARTAGE CO,arciev1,2026-02-23 13:10:45 UTC,14,14,02/20/26,53182,53406-5031
false,RELEASED,12866,FTL,0257499,POD RCVD - FAK,I,BRIDGE LOGISTICS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,MAJIC PLASTICS,"MILWAUKEE, WI",ANTEK MADISON PLASTICS USA,"CHICAGO, IL",RUBEN VARGAS,arciev1,2026-02-23 13:16:21 UTC,110,110,02/23/26,53218,60619
false,RELEASED,12867,FTL,260696911,POD RCVD - FAK,I,"KOALA LOGISTICS, LLC",IVAN CARTAGE CO,450.0,0.0,450.0,1.0,CH COAKLEY,"MILWAUKEE, WI","KOALA LOGISTICS, LLC","ELK GROVE VILLAGE, IL",IVAN CARTAGE CO,,2026-02-23 13:21:25 UTC,87,87,02/13/26,53212-1340,60007-5907
false,RELEASED,12868,FTL,0311124,POD RCVD - FAK,I,"BRENNY TRANSPORTATION, INC.",IVAN CARTAGE CO,375.0,0.0,375.0,1.0,A & E Cleaning & Grinding,"OAK CREEK, WI",Z & L MACHINING,"WAUKEGAN, IL",IVAN CARTAGE CO,,2026-02-23 13:27:09 UTC,45,45,02/18/26,53154,60085-4864
false,RELEASED,12869,FTL,8152531,POD RCVD - FAK,I,ALLEN LUND COMPANY,IVAN CARTAGE CO,500.0,0.0,500.0,1.0,HIGHLINE WARREN LLC,"MILWAUKEE, WI",MORRIS DRY #267 ,"MORRIS, IL",IVAN CARTAGE CO,,2026-02-23 13:34:46 UTC,144,144,02/16/26,53209-3125,60450-9463
false,RELEASED,12870,FTL,0257461,POD RCVD - FAK,I,BRIDGE LOGISTICS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,ELITE ENERGY,"BROOKFIELD, WI",CREATIVE METALS,"CHICAGO, IL",RUBEN VARGAS,arciev1,2026-02-23 13:37:39 UTC,115,115,02/20/26,53005,60632-3813
false,RELEASED,12872,FTL,202467204,POD RCVD - FAK,B,BATORY FOODS,DPW INC.,1009.42,800.0,209.42,0.2075,"KENCO LOGISTIC SERVICES, LLC","SHOREWOOD, IL",HOLMEN CHEESE LLC,"HOLMEN, WI",RYNE BANDOLIK,,2026-02-23 12:27:00 UTC,285,302,02/24/26,60404,54636
false,RELEASED,12873,FTL,1141429364,POD RCVD - PALLETS,I,BULK SYSTEMS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,ROJAC,"KENOSHA, WI",BULK SYSTEMS,"HAMPSHIRE, IL",IVAN CARTAGE CO,,2026-02-23 21:50:47 UTC,89,89,02/20/26,53142,60140
false,RELEASED,12877,FTL,201500355,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,766.2,0.0,766.2,1.0,BATORY FOODS WILMINGTON,"WILMINGTON, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2026-02-24 12:03:22 UTC,135,135,02/20/26,60481,53215
false,RELEASED,12878,TL,201506886,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-02-24 12:06:55 UTC,101,101,02/20/26,60609,53151
false,RELEASED,12879,FTL,,POD RCVD - PALLETS,I,BULK SYSTEMS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,ROJAC,"KENOSHA, WI",BULK SYSTEMS,"HAMPSHIRE, IL",IVAN CARTAGE CO,,2026-02-24 12:09:10 UTC,89,89,02/23/26,53142,60140
false,RELEASED,12880,FTL,0257601,POD RCVD - FAK,I,BRIDGE LOGISTICS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,MAJIC PLASTICS,"MILWAUKEE, WI",ANTEK MADISON PLASTICS USA,"CHICAGO, IL",IVAN CARTAGE CO,arciev1,2026-02-24 12:13:13 UTC,110,110,02/26/26,53218,60619
true,RELEASED,12884,R,4502609416,POD RCVD - TOTES,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-24 15:44:06 UTC,216,216,02/26/26,53511,52404
true,RELEASED,12885,R,4502609417,POD RCVD - TOTES,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-24 15:45:28 UTC,216,216,02/26/26,53511,52404
false,RELEASED,12887,TL,201941338,POD RCVD - PALLET,B,BATORY FOODS,CES DEVELOPMENT INC,843.4,575.0,268.4,0.3182,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"WINDSOR, WI",RYNE BANDOLIK,arciev1,2026-02-24 16:04:00 UTC,153,159,02/26/26,60609,53598
false,RELEASED,12888,LTL,,POD RCVD - FAK,I,C.W.I. DISPLAYS CORP,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,INNOVATIVE DRAGON (WAUKESHA),"WAUKESHA, WI",CWI,"BEDFORD PARK, IL",,,2026-02-25 01:08:13 UTC,,,02/24/26,53189,
false,RELEASED,12889,TL,201725651,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,648.24,0.0,648.24,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-02-25 11:56:47 UTC,101,101,02/23/26,60609,53151
false,RELEASED,12890,TL,201734967,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.8,0.0,493.8,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-25 11:59:28 UTC,56,56,02/23/26,60609,60087
false,RELEASED,12891,FTL,1000958,POD RCVD - FAK,I,"NATIONWIDETRANSPORTSERVICES, L",IVAN CARTAGE CO,800.0,0.0,800.0,1.0,DAVID,"ROCKFORD, IL",REMED SERVICES,"SKOKIE, IL",IVAN CARTAGE CO,,2026-02-25 07:07:00 UTC,78,85,02/27/26,61104,60076
false,RELEASED,12892,TL,127638332,POD RCVD - FAK,I,PINNACLE FREIGHT SYSTEM,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,MIDWEST REFRIGERATED SERVICES,"PLEASANT PRAIRIE, WI",PURATOS,"KENOSHA, WI",IVAN CARTAGE CO,,2026-02-25 12:09:10 UTC,7,7,02/25/26,53158-2413,53141
false,RELEASED,12893,FTL,5223405,POD RCVD - FAK,I,GRANE LOGISTICS EXPRESS,IVAN CARTAGE CO,600.0,0.0,600.0,1.0,LAKESIDE BOOK COMPANY,"APPLETON, WI",READERLINK,"FRANKLIN PARK, IL",,arciev1,2026-02-25 12:11:43 UTC,185,185,02/25/26,54915-9321,60131
true,RELEASED,12904,FTL,FR-109055,POD RCVD - FAK,B,THE ROYAL GROUP,"LANDSTAR RANGER, INC.",1500.0,1100.0,400.0,0.2667,THE ROYAL GROUP,"CHICAGO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-25 04:09:00 UTC,291,294,02/26/26,60644,50208
false,RELEASED,12906,FTL,4321511,POD RCVD - FAK,I,"VISUAL PAK LOGISTICS, LLC",IVAN CARTAGE CO,400.0,0.0,400.0,1.0,BMC,"WAUKEGAN, IL",RJW - JOLIET,"JOLIET, IL",IVAN CARTAGE CO,,2026-02-25 15:03:39 UTC,81,81,02/20/26,60085,60436-8563
false,RELEASED,12908,FTL,CUSTOMER PAID,POD RCVD - FAK,B,E SURGICAL PARTS,CES DEVELOPMENT INC,700.0,500.0,200.0,0.2857,DAVID,"ROCKFORD, IL",REMED SERVICES,"SKOKIE, IL",RYNE BANDOLIK,,2026-02-25 15:29:00 UTC,78,85,02/25/26,61104,60076
true,RELEASED,12909,FTL,22539064,POD RCVD - TOTES,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",1050.0,800.0,250.0,0.2381,MIDWEST REFRIGERATED SERVICES,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-25 21:04:16 UTC,216,216,02/27/26,53511,52404
true,RELEASED,12912,FTL,22539072,POD RCVD - PALLETS,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",1050.0,800.0,250.0,0.2381,MIDWEST REFRIGERATED SERVICES,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-02-26 11:55:45 UTC,216,216,02/27/26,53511,52404
false,RELEASED,12913,FTL,15750669,POD RCVD - FAK,I,"MODE TRANSPORTATION, LLC",IVAN CARTAGE CO,3900.0,0.0,3900.0,1.0,RJW,"ROMEOVILLE, IL",SAMS CLUB #6299,"BUCKEYE, AZ",IVAN CARTAGE CO,,2026-02-26 17:28:16 UTC,1805,1805,02/26/26,60446-5379,85326
false,RELEASED,12914,FTL,RH6-JMFC,POD RCVD - FAK,I,FLOCK FREIGHT,IVAN CARTAGE CO,500.0,0.0,500.0,1.0,"JAMCO PRODUCTS, INC.","SOUTH BELOIT, IL",GLOBAL INDUSTRIAL DISTRIBUTION INC,"PLEASANT PRAIRIE, WI",,,2026-02-26 17:30:22 UTC,72,72,02/27/26,61080,53158
true,RELEASED,12915,STRA,FR-109083,POD RCVD - FAK,B,THE ROYAL GROUP,MAKE A WAY LOGISTICS,675.0,450.0,225.0,0.3333,TRG WAREHOUSE,"CICERO, IL",OLD WISCONSIN,"SHEBOYGAN, WI",RYNE BANDOLIK,arciev1,2026-02-26 13:44:00 UTC,150,158,02/26/26,60804,53081
false,RELEASED,12916,FTL,FR-109085,POD RCVD - SKIDS,B,THE ROYAL GROUP,"USA SILK WAY, INC",4200.0,3800.0,400.0,0.0952,PRINTING ARTS,"BROADVIEW, IL",CWI LOGISTICS-D2,"AUBURNDALE, FL",RYNE BANDOLIK,,2026-02-26 14:20:00 UTC,1142,1200,02/26/26,60155,33823
true,RELEASED,12917,CRGO,FR-109093,POD RCVD - FAK,B,THE ROYAL GROUP,ALROWDA TRUCKING LLC,800.0,600.0,200.0,0.25,TRG WAREHOUSE,"CICERO, IL",SOLUTIONS TOLLING,"ARBYRD, MO",RYNE BANDOLIK,arciev1,2026-02-26 21:16:59 UTC,479,479,02/26/26,60804,63821
false,RELEASED,12919,FTL,201695480,POD RCVD - PALL,I,BATORY FOODS,IVAN CARTAGE CO,658.41,0.0,658.41,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL","PHELPS INDUSTRIES, LLC","JANESVILLE, WI",IVAN CARTAGE CO,,2026-02-27 12:03:25 UTC,113,113,02/24/26,60609,53546
false,RELEASED,12920,TL,201734977,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,493.8,0.0,493.8,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-02-27 12:10:27 UTC,56,56,02/24/26,60609,60087
false,RELEASED,12921,TL,201506887,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-RYERSON,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-02-27 12:13:48 UTC,101,101,02/25/26,60609,53151
false,RELEASED,12922,FTL,31481-04183,POD RCVD - FAK,I,MARINER,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,COLBERT PACKAGING KENOSHA,"KENOSHA, WI",ABBVIE PURCHASING LLC,"NORTH CHICAGO, IL",,,2026-02-27 12:34:37 UTC,20,20,03/02/26,53144,60064
true,RELEASED,12924,TL,14188,PALLET,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,721.87,0.0,721.87,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",CEDAR CREST ICE CREAM,"MANITOWOC, WI",IVAN CARTAGE CO,arciev1,2026-02-27 18:47:20 UTC,137,137,02/25/26,60060,54220
false,RELEASED,12925,LTL,,POD RCVD - FAK,I,C.W.I. DISPLAYS CORP,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,INNOVATIVE DRAGON (WAUKESHA),"WAUKESHA, WI",CWI,"BEDFORD PARK, IL",,,2026-02-27 18:52:27 UTC,,,02/27/26,53189,
false,RELEASED,12926,FTL,S113646529,POD RCVD - FAK,I,EMERGETECH INC,IVAN CARTAGE CO,450.0,0.0,450.0,1.0,Radius Packaging - (West Allis),"MILWAUKEE, WI",The Cary Company - GH,"GLENDALE HEIGHTS, IL",IVAN CARTAGE CO,,2026-02-27 20:37:13 UTC,103,103,02/23/26,53227,60139
false,RELEASED,12927,FTL,FR-109116,POD RCVD - SKIDS,B,THE ROYAL GROUP,SUNSET TRIPPING LOGISTICS LLC,650.0,600.0,50.0,0.0769,PRINTING ARTS,"BROADVIEW, IL",GENTEX,"HOLLAND, MI",RYNE BANDOLIK,,2026-02-27 16:51:00 UTC,159,164,02/27/26,60155,49424
false,RELEASED,12928,FTL,FR-109118,POD RCVD - FAK,B,THE ROYAL GROUP,BK DELIVERY EXPRESS INC,1500.0,1100.0,400.0,0.2667,THE ROYAL GROUP - CICERO 47TH,"CICERO, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-02-27 22:06:46 UTC,297,297,03/02/26,60804,50208
true,RELEASED,12929,LTL,FR-406570,POD RCVD - FAK,B,THE ROYAL GROUP,ECHO GLOBAL LOGISTICS,995.0,243.99,751.01,0.7548,THE ROYAL GROUP,"ADDISON, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-03-02 16:25:58 UTC,291,291,03/02/26,60101,50208
true,RELEASED,12930,FTL,FR-406590,POD RCVD - FAK,B,THE ROYAL GROUP,STARGATE TRANS INC,1350.0,850.0,500.0,0.3704,TRG ADDISON,"ADDISON, IL",DXL 3PL LLC BROWNSBURG,"BROWNSBURG, IN",RYNE BANDOLIK,,2026-03-02 08:07:00 UTC,188,192,03/02/26,60101,46112
true,RELEASED,12931,FTL,FR-109130,POD RCVD - FAK,B,THE ROYAL GROUP,PYH EXPRESS INC,825.0,625.0,200.0,0.2424,The royal group,"CICERO, IL",PROCON-LITTLE CHUTE,"LITTLE CHUTE, WI",RYNE BANDOLIK,arciev1,2026-03-02 18:56:42 UTC,207,207,03/03/26,60804,54140
false,RELEASED,12932,STRA,FR-109132,POD RCVD - SKIDS,B,THE ROYAL GROUP,RG & PD TRANSPORTATION INC,850.0,500.0,350.0,0.4118,PRINTING ARTS,"BROADVIEW, IL",SHORELINE PACKAGING,"ZEELAND, MI",RYNE BANDOLIK,,2026-03-02 14:01:00 UTC,162,167,03/02/26,60155,49464
false,RELEASED,12936,FTL,202290708,POD RCVD - PALL,I,BATORY FOODS,IVAN CARTAGE CO,658.41,0.0,658.41,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL","PHELPS INDUSTRIES, LLC","JANESVILLE, WI",IVAN CARTAGE CO,,2026-03-03 16:01:16 UTC,113,113,02/26/26,60609,53546
false,RELEASED,12937,TL,202306812,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,651.06,0.0,651.06,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-03-03 16:05:27 UTC,101,101,02/26/26,60609,53151
false,RELEASED,12938,FTL,__4501830978,POD RCVD - FAK,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,439.56,0.0,439.56,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",PURATOS,"KENOSHA, WI",IVAN CARTAGE CO,arciev1,2026-03-03 16:08:35 UTC,32,32,02/27/26,60060,53144-1762
false,RELEASED,12940,FTL,4501829043,POD RCVD - FAK,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,439.56,0.0,439.56,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",PURATOS,"KENOSHA, WI",IVAN CARTAGE CO,arciev1,2026-03-03 16:23:36 UTC,32,32,03/02/26,60060,53144-1762
false,RELEASED,12941,FTL,,POD RCVD  - PALLET,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,316.41,0.0,316.41,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",FURLANI FOODS,"OAK CREEK, WI",IVAN CARTAGE CO,arciev1,2026-03-03 16:27:32 UTC,50,50,03/02/26,60060,53154
false,RELEASED,12942,FTL,31409-18054,POD RCVD - FAK,I,MARINER,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,COLBERT PACKAGING KENOSHA,"KENOSHA, WI",ABBVIE PURCHASING LLC,"NORTH CHICAGO, IL",,,2026-03-03 16:36:54 UTC,20,20,03/03/26,53144,60064
false,RELEASED,12943,FTL,31483-68333,POD RCVD - FAK,I,MARINER,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,COLBERT PACKAGING KENOSHA,"KENOSHA, WI",ABBVIE PURCHASING LLC,"NORTH CHICAGO, IL",,,2026-03-03 16:38:29 UTC,20,20,03/04/26,53144,60064
false,RELEASED,12951,FTL,35782427,POD RCVD - FAK,I,TOTAL QUALITY LOGISTICS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,PICK UP ,"KENOSHA, WI",,"RINGWOOD, IL",IVAN CARTAGE CO,,2026-03-04 12:16:37 UTC,36,36,03/02/26,53142,60072
false,RELEASED,12952,TL,202359194,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,651.06,0.0,651.06,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2026-03-04 12:25:50 UTC,101,101,03/02/26,60609,53151
false,RELEASED,12953,TL,201744425,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,494.6,0.0,494.6,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",EAGLE FOODS,"WAUKEGAN, IL",IVAN CARTAGE CO,arciev1,2026-03-04 12:29:15 UTC,56,56,02/27/26,60609,60087
false,RELEASED,12963,V,202743037,POD RCVD - SKIDS,I,BATORY FOODS,IVAN CARTAGE CO,661.33,0.0,661.33,1.0,BATORY ELK GROVE,"ELK GROVE VILLAGE, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,,2026-03-05 14:16:46 UTC,87,87,03/03/26,60007,53151
